COD_EMPRESA,CODIGO,DESCRICAO,PRECO_MIN,PRECO_MAX,CV,HIPOTESE,EMBALAGEM_SUSPEITA
4,386092,LUMI.JARDIM ESPETO SPOT     AM 18430,42.87,595.24,1.462,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$49.60. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,472141,PRATO RASO CER.24CM        AZ 022538,10.49,156.34,1.456,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$13.03. Conversão presente (≠1) — não é o bug de conversão ausente.",não
3,22127,MODULO CEGO 1S       SL4950F PT LLIG,6.2,94.4,1.45,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$9.44. Conversão presente (≠1) — não é o bug de conversão ausente.",não
3,35628,GRELHA PLS QUADRADA ESGOTO 10CM   CR,13.55,171.04,1.436,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$14.25. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,238875,CANECA VID.130ML CAFE           0230,15.64,250.85,1.431,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$20.90. Conversão presente (≠1) — não é o bug de conversão ausente.",não
1,119953,CX.ELET.EX.AL X   3/4      COM TAMPA,14.6,217.24,1.424,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$18.10. Conversão presente (≠1) — não é o bug de conversão ausente.",não
3,291605,SUPORTE PLACA MOD.4X2  SLN4703M LLIG,9.35,284.44,1.409,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=20); preço por unidade de armazenagem ≈ R$14.22. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,460475,RODAPE CLA.10CM    LISO/BR 2.40ML/UN,83.9,1028.9,1.408,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$102.89. Conversão presente (≠1) — não é o bug de conversão ausente.",não
3,460475,RODAPE CLA.10CM    LISO/BR 2.40ML/UN,83.9,1028.9,1.405,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$102.89. Conversão presente (≠1) — não é o bug de conversão ausente.",não
7,392084,CX.ELET.EX.PLS  5 ENTRADAS PLASTIBOX,7.46,142.8,1.403,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=20); preço por unidade de armazenagem ≈ R$7.14. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,392084,CX.ELET.EX.PLS  5 ENTRADAS PLASTIBOX,8.4,162.65,1.379,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=20); preço por unidade de armazenagem ≈ R$8.13. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,472134,PRATO SMES.CER.18CM           091101,6.2,96.5,1.357,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$8.04. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,472141,PRATO RASO CER.24CM        AZ 022538,10.49,120.64,1.354,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$10.05. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,466292,VEDAFLEX MASTIQUE PU CZ         800G,55.54,707.6,1.352,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$58.97. Conversão presente (≠1) — não é o bug de conversão ausente.",não
1,238875,CANECA VID.130ML CAFE           0230,20.9,262.4,1.349,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$21.87. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,386056,LUMI.JARDIM ESPETO SPOT     AM 18428,24.88,491.3,1.346,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$40.94. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,472420,XICARA CAFE PORC.65ML C/P      20090,7.34,110.25,1.345,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$9.19. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,440829,ABRACAD.PLS ELET.       3/4  TMC  PT,6.09,124.84,1.313,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=100); preço por unidade de armazenagem ≈ R$1.25. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,119953,CX.ELET.EX.AL X   3/4      COM TAMPA,16.33,205.7,1.287,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$17.14. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,392084,CX.ELET.EX.PLS  5 ENTRADAS PLASTIBOX,8.4,227.74,1.277,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=20); preço por unidade de armazenagem ≈ R$11.39. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,386092,LUMI.JARDIM ESPETO SPOT     AM 18430,39.72,514.5,1.273,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$42.88. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,460477,RODAPE CLA.10CM    FRIS/BR 2.40ML/UN,83.9,1091.9,1.262,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$109.19. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,472109,PRATO RASO CER.24CM           090953,10.4,156.34,1.259,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$13.03. Conversão presente (≠1) — não é o bug de conversão ausente.",não
3,386092,LUMI.JARDIM ESPETO SPOT     AM 18430,54.5,789.5,1.237,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$65.79. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,472111,PRATO SMES.CER.18CM           090956,5.78,96.5,1.232,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$8.04. Conversão presente (≠1) — não é o bug de conversão ausente.",não
1,189383,CERA P/MADEIRA MADEWAX  INCOLOR 400G,49.24,789.5,1.231,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$65.79. Conversão presente (≠1) — não é o bug de conversão ausente.",não
3,165969,JUNCAO ESGOTO REDUCAO   100MM X 50MM,13.12,304.4,1.23,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=20); preço por unidade de armazenagem ≈ R$15.22. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,151845,COTOV.INT.             5454 CI SIS.X,2.73,57.64,1.213,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=20); preço por unidade de armazenagem ≈ R$2.88. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,471287,XICARA CAFE CER.65ML C/P       90806,8.39,96.5,1.211,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$8.04. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,460475,RODAPE CLA.10CM    LISO/BR 2.40ML/UN,83.9,1028.9,1.208,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$102.89. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,56786,"VALV.LAVAT.LONGA CR 5,6CM        VL6",13.55,404.14,1.207,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=25); preço por unidade de armazenagem ≈ R$16.17. Conversão presente (≠1) — não é o bug de conversão ausente.",não
3,56786,"VALV.LAVAT.LONGA CR 5,6CM        VL6",13.55,380.0,1.204,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=25); preço por unidade de armazenagem ≈ R$15.20. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,472167,XICARA CHA CER.200ML C/P   AM 022553,10.4,180.5,1.198,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$15.04. Conversão presente (≠1) — não é o bug de conversão ausente.",não
6,386056,LUMI.JARDIM ESPETO SPOT     AM 18428,24.88,623.6,1.176,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$51.97. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,393065,PLACA CX.ELET.PLS CEGA   3/4 PLASTI.,4.1,81.8,1.152,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=20); preço por unidade de armazenagem ≈ R$4.09. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,472102,PRATO SMES.CER.18CM           102554,5.14,96.5,1.149,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$8.04. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,472138,PRATO RASO CER.24CM           074212,12.5,156.34,1.149,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$13.03. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,472113,PRATO RASO CER.26CM           092971,10.4,156.34,1.135,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$13.03. Conversão presente (≠1) — não é o bug de conversão ausente.",não
8,472138,PRATO RASO CER.24CM           074212,12.5,156.34,1.098,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$13.03. Conversão presente (≠1) — não é o bug de conversão ausente.",não
1,396527,TOM.MOD.1M 2P+T 10A      BR 57115030,7.82,78.23,1.084,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$7.82. Conversão presente (≠1) — não é o bug de conversão ausente.",não
7,326263,SUPORTE 4X2 3MOD.  BR 850200DUALE UP,1.5,40.53,1.073,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=25); preço por unidade de armazenagem ≈ R$1.62. Conversão presente (≠1) — não é o bug de conversão ausente.",não
2,119953,CX.ELET.EX.AL X   3/4      COM TAMPA,13.55,205.7,1.061,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$17.14. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,94491,INT.PAR.CJ.1P 10AVERT.611101 PLUS,31.4,343.24,1.056,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$34.32. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,472141,PRATO RASO CER.24CM        AZ 022538,10.49,131.15,1.036,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$10.93. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,396527,TOM.MOD.1M 2P+T 10A      BR 57115030,6.72,89.15,1.022,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=10); preço por unidade de armazenagem ≈ R$8.91. Conversão presente (≠1) — não é o bug de conversão ausente.",não
4,165947,JOELHO ESGOTO 45                40MM,1.78,45.36,1.016,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=25); preço por unidade de armazenagem ≈ R$1.81. Conversão presente (≠1) — não é o bug de conversão ausente.",não
1,472141,PRATO RASO CER.24CM        AZ 022538,10.49,131.15,1.015,"Preço alto = venda em embalagem/caixa (EMBALAGEM=1, CONVERSAO=12); preço por unidade de armazenagem ≈ R$10.93. Conversão presente (≠1) — não é o bug de conversão ausente.",não
